>VFG037176(gb|YP_001844723) (plc) phospholipase C [Phospholipase C (VF0470)] [Acinetobacter baumannii ACICU]
>VFG038626(gb|YP_855904) (fliF) flagellar MS-ring protein [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038630(gb|YP_855905) (fliG) flagellar motor switch protein G [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038634(gb|YP_855906) (fliH) flagellar assembly protein FliH [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038638(gb|YP_855907) (fliI) flagellum-specific ATP synthase [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038642(gb|YP_855908) (fliJ) flagellar export protein FliJ [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038646(gb|YP_855909) (fliK) flagellar hook-length control protein FliK [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038650(gb|YP_855910) (fliL) flagellar basal body-associated protein FliL [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038654(gb|YP_855911) (fliM) flagellar motor switch protein FliM [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038658(gb|YP_855912) (fliN) flagellar motor switch protein FliN [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038662(gb|YP_855913) (fliO) flagellar biosynthesis protein, FliO [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038666(gb|YP_855914) (fliP) flagellar biosynthesis protein FliP [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038670(gb|YP_855915) (fliQ) flagellar biosynthetic protein FliQ [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038674(gb|YP_855916) (fliR) flagellar biosynthesis protein FliR [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038678(gb|YP_855917) (flhB) flagellar biosynthetic protein FlhB [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038682(gb|YP_855918) (flhA) flagellar biosynthesis protein FlhA [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038686(gb|YP_855919) (flhF) flagellar biosynthesis protein FlhF [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038690(gb|YP_855920) (fleN) CobQ/CobB/MinD/ParA family protein [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038694(gb|YP_855921) (fliA) flagellar biosynthesis sigma factor [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038698(gb|YP_855922) (cheY) chemotaxis protein CheY [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038702(gb|YP_855923) (cheZ) chemotaxis protein CheZ [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038706(gb|YP_855924) (cheA-2) chemotaxis protein CheA [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038710(gb|YP_855925) (cheB-2) chemotaxis-specific methylesterase [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038714(gb|YP_855926) (motA) chemotaxis protein MotA [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038718(gb|YP_855927) (pomB) ompA family protein [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038722(gb|YP_855928) (AHA_1389) CobQ/CobB/MinD/ParA family protein [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038726(gb|YP_855929) (cheW) chemotaxis protein CheW [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038730(gb|YP_856234) (flaA) flagellin [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038734(gb|YP_856235) (flaB) flagellin [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038739(gb|YP_856236) (flaG) flagellin protein [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038742(gb|YP_856237) (flaH) flagellar hook-associated protein 2 [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038746(gb|YP_856238) (flaJ) flagellar specific chaperone FlaJ/FliS [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038750(gb|YP_856239) (maf-1) putative flagellin glycosyltransferase [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038752(gb|YP_857151) (motY) sodium-type flagellar protein MotY [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038755(gb|YP_857328) (fleR/flrC) transcriptional activator [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038759(gb|YP_857329) (fleS/flrB) two-component sensor kinase [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038763(gb|YP_857330) (fleQ/flrC) FleQ protein [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038767(gb|YP_857336) (flgL) flagellar hook-associated protein FlgL [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038771(gb|YP_857337) (flgK) flagellar hook-associated protein FlgK [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038775(gb|YP_857338) (flgJ) flagellar rod assembly protein/muramidase FlgJ [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038779(gb|YP_857339) (flgI) flagellar basal body P-ring protein [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038783(gb|YP_857340) (flgH) flagellar basal body L-ring protein [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038787(gb|YP_857341) (flgG) flagellar basal body rod protein FlgG [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038791(gb|YP_857342) (flgF) flagellar basal-body rod protein FlgF [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038795(gb|YP_857343) (flgE) flagellar hook protein FlgE [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038799(gb|YP_857344) (flgD) flagellar hook capping protein [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038803(gb|YP_857345) (flgC) flagellar basal body rod protein FlgC [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038807(gb|YP_857346) (flgB) flagellar basal-body rod protein FlgB [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038811(gb|YP_857347) (cheR-3) chemotaxis protein CheR [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038815(gb|YP_857348) (cheV) CheV [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038819(gb|YP_857349) (flgA) flagella basal body P-ring formation protein FlgA [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038823(gb|YP_857350) (flgM) anti-sigma-D factor [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038827(gb|YP_857351) (flgN) flagellar protein FlgN [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038831(gb|YP_857806) (pomB2) flagellar motor protein MotB [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038835(gb|YP_857807) (pomA2) chemotaxis protein PomA [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038839(gb|YP_858598) (flmH) short chain dehydrogenase/reductase family oxidoreductase [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038844(gb|YP_858601) (nueA) NeuA protein [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038847(gb|YP_858602) (flmD) FlmD protein [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038850(gb|YP_858603) (nueB) pseudaminic acid synthase, NeuB [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038853(gb|YP_858604) (maf-2) Maf-2 [Polar flagella (CVF786)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038855(gb|YP_001140276) (lfiM) lateral flagellar motor switch protein, LfiM [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038856(gb|YP_001140277) (lfiN) lateral flagellar motor switch protein, lfiN [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038857(gb|YP_001140278) (fliP) flagellar biosynthesis protein FliP [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038858(gb|YP_001140279) (lfiQ) lateral flagellar biosynthetic protein, LfiQ [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038859(gb|YP_001140280) (lfiR) lateral flagellar biosynthetic protein LfiR [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038860(gb|YP_001140281) (lfhB) lateral flagellar biosynthetic protein, LfhB [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038861(gb|YP_001140282) (lfhA) lateral flagellar biosynthesis protein [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038862(gb|YP_001140283) (lafK) two-component system lateral flagellar response regulator [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038863(gb|YP_001140284) (lfiE) lateral flagellar hook basal body protein, LfiE [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038864(gb|YP_001140285) (fliF) flagellar MS-ring protein [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038865(gb|YP_001140286) (fliG) flagellar motor switch protein G [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038866(gb|YP_001140287) (lfiH) lateral flagellar assembly protein FliH [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038867(gb|YP_001140288) (lfiI) lateral flagellar FliI-like assembly ATPase [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038868(gb|YP_001140289) (lfiJ) lateral flagellar protein, LfiJ [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038869(gb|YP_001140290) (lfgN) lateral flagellar protein, LfgN [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038870(gb|YP_001140291) (lfgM) lateral flagella anti-sigma-28 factor, LfgM [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038871(gb|YP_001140292) (lfgA) lateral flagellar basal body P-ring biosynthesis protein, LfgA [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038872(gb|YP_001140293) (lfgB) lateral flagellar basal body protein, LfgB [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038873(gb|YP_001140294) (flgC) flagellar basal body rod protein FlgC [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038874(gb|YP_001140295) (flgE) flagellar hook protein FlgE [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038875(gb|YP_001140296) (lfgF) lateral flagellar basal-body rod protein LfgF [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038876(gb|YP_001140297) (lfgG) lateral flagellar basal-body rod protein LfgG [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038877(gb|YP_001140298) (lfgH) lateral flagellar L-ring protein, LfgH [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038878(gb|YP_001140299) (flgI) flagellar basal body P-ring protein [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038879(gb|YP_001140300) (flgJ) peptidoglycan hydrolase [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038880(gb|YP_001140301) (lfgK) lateral flagellar hook-associated protein [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038881(gb|YP_001140302) (lfgL) lateral flagellar hook-associated protein, LfgL [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038882(gb|YP_001140303) (maf-5) modification accessory factor [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038883(gb|YP_001140307) (lafB) flagellar hook associated protein LafB [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038884(gb|YP_001140308) (lafC) LafC, flagellar export chaperone [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038885(gb|YP_001140309) (lafX) LafX [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038886(gb|YP_001140310) (lafE) LafE, flagellar hook control length protein [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038887(gb|YP_001140311) (lafF) LafF [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038888(gb|YP_001140312) (lafS) LafS, RNA polymerase sigma factor [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038889(gb|YP_001140313) (lafT) LafT, flagella motor stator protein [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038890(gb|YP_001140314) (lafU) LafU, chemotaxis protein [Lateral flagella (VF0474)] [Aeromonas salmonicida subsp. salmonicida A449]
>VFG038891(gb|YP_854967) (aerA/act) Aerolysin A [aerolysin (TX450)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038895(gb|YP_855347) (ast) thermostable cytotonic enterotoxin [Heat-stable cytotonic enterotoxin, Ast (CVF789)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038897(gb|YP_856050) (ahh1) extracellular heat-labile hemolysin [Extracellular hemolysin AHH1 (CVF791)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038900(gb|YP_857314) (hlyA) Hemolysin A [Hemolysin HlyA (CVF792)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038904(gb|YP_857967) (AHA_3493) hemolysin III [Hemolysin III (CVF793)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038908(gb|YP_857708) (AHA_3217) thermostable hemolysin [Thermostable hemolysin (TH) (CVF794)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038912(gb|YP_855898) (rtxA) multifunctional autoprocessing repeats-in-toxins (MARTX) toxin [The repeat in toxin (RTX) (CVF795)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038914(gb|YP_855897) (rtxC) cytolysin-activating lysine-acyltransferase RtxC [The repeat in toxin (RTX) (CVF795)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038915(gb|YP_855896) (rtxH) conserved hypothetical protein in rtx gene loci [The repeat in toxin (RTX) (CVF795)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038916(gb|YP_855895) (rtxB) RTX toxin transporter, ATPase protein [The repeat in toxin (RTX) (CVF795)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038917(gb|YP_855894) (rtxD) RTX toxin transporter, transmembrane protein linking with the outer membrane porin TolC [The repeat in toxin (RTX) (CVF795)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038918(gb|YP_855893) (rtxE) RTX toxin transporter, ATPase protein [The repeat in toxin (RTX) (CVF795)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG042217(gb|CAJ57379) (aopP) type III secretion system YopJ family effector AopP [T3SS (VF0479)] [Aeromonas salmonicida str. As209]
>VFG043195(gb|AAK20919) (lafA) lateral flagellin LafA [ND (AI143)] [Aeromonas hydrophila str. AH-3]
>VFG043204(gb|YP_855930) (cheW-2) chemotaxis protein CheW [ND (AI144)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG044235(gb|YP_856993) (amoA) isochorismate synthases [amonabactin (IA020)] [Aeromonas hydrophila subsp. hydrophila ATCC 7966]
>VFG038922(gb|YP_504712) (virB9-2) type IV secretion system protein VirB9 [T4SS (SS052)] [Anaplasma phagocytophilum HZ]
>VFG038929(gb|YP_504978) (virB3) type IV secretion system protein VirB3 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038936(gb|YP_504979) (virB4-1) type IV secretion system ATPase VirB4 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038943(gb|YP_504980) (virB6-1) type IV secretion system protein VirB6 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038950(gb|YP_504981) (virB6-2) type IV secretion system protein VirB6 family  [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038957(gb|YP_504982) (virB6-3) type IV secretion system protein VirB6 family [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038964(gb|YP_504983) (virB6-4) type IV secretion system protein VirB6 family  [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038968(gb|YP_505022) (virB4-t1) type IV secretion system protein VirB4 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038972(gb|YP_505033) (virB8-2) type IV secretion system protein VirB8 family [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038979(gb|YP_505671) (virB4-2) type IV secretion system protein VirB4 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038986(gb|YP_505672) (virB2-8) type IV secretion system protein VirB2 family [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038993(gb|YP_505673) (virB2-7) type IV secretion system protein VirB2 family [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG038997(gb|YP_505674) (virB2-6) type IV secretion system protein VirB2 family [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039001(gb|YP_505675) (virB2-5) type IV secretion system protein VirB2 family [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039005(gb|YP_505676) (virB2-4) type IV secretion system protein VirB2 family [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039009(gb|YP_505678) (virB2-3) type IV secretion system protein VirB2 family [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039014(gb|YP_505686) (virB2-2) type IV secretion system protein VirB2 family [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039018(gb|YP_505687) (virB2-1) type IV secretion system protein VirB2 family [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039025(gb|YP_505894) (virD4) type IV secretion system component VirD4 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039032(gb|YP_505895) (virB11) type IV secretion system ATPase VirB11 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039039(gb|YP_505896) (virB10) type IV secretion system protein VirB10 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039046(gb|YP_505897) (virB9-1) type IV secretion system protein VirB9 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039053(gb|YP_505898) (virB8-1) type IV secretion protein VirB8 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039059(gb|AEB26875) (virB7) type IV secretion system protein VirB7 [Rvh T4SS (VF0487)] [Anaplasma phagocytophilum HZ]
>VFG039063(gb|YP_505319) (ankA) Anaplasma T4SS effector protein, ankyrin repeat domain-containing protein A [T4SS (SS052)] [Anaplasma phagocytophilum HZ]
>VFG039070(gb|YP_505436) (ats-1) Anaplasma T4SS translocated substrate-1 [T4SS (SS052)] [Anaplasma phagocytophilum HZ]
>VFG039077(gb|YP_504946) (ompA) outer membrane protein OmpA [OmpA (VF0499)] [Anaplasma phagocytophilum HZ]
>VFG039084(gb|YP_504865) (asp14) 14-kDa Anaplasma surface protein Asp14 [Asp14 (VF0500)] [Anaplasma phagocytophilum HZ]
>VFG039088(gb|YP_505488) (aipA) Anaplasma invasion protein A [AipA (VF0501)] [Anaplasma phagocytophilum HZ]
>VFG000676(gb|AAD32411) (lef) anthrax toxin lethal factor precursor [Anthrax toxin (VF0142)] [Bacillus anthracis str. Sterne]
>VFG000677(gb|AAD32414) (pagA) anthrax toxin moiety, protective antigen [Anthrax toxin (VF0142)] [Bacillus anthracis str. Sterne]
>VFG000678(gb|AAD32426) (cya) calmodulin sensitive adenylate cyclase, edema factor [Anthrax toxin (VF0142)] [Bacillus anthracis str. Sterne]
